Unnamed: 0,animal_id,datetime,monthyear,date_of_birth,outcome_type,outcome_subtype,animal_type,sex_upon_outcome,age_upon_outcome,breed,color,name
751,A804022,2020-05-20T15:29:00.000,2020-05-20T15:29:00.000,2018-09-09T00:00:00.000,Rto-Adopt,,Dog,Neutered Male,1 year,Catahoula Mix,Tan/White,Hudson
752,A817398,2020-05-20T14:44:00.000,2020-05-20T14:44:00.000,2018-05-15T00:00:00.000,Adoption,,Dog,Neutered Male,2 years,Siberian Husky Mix,White/Gray,*Gravy
753,A817404,2020-05-20T14:30:00.000,2020-05-20T14:30:00.000,2008-05-15T00:00:00.000,Transfer,Partner,Cat,Neutered Male,12 years,Domestic Shorthair,Black/White,Holiday
754,A815549,2020-05-20T12:32:00.000,2020-05-20T12:32:00.000,2019-11-18T00:00:00.000,Adoption,Foster,Cat,Neutered Male,6 months,Domestic Shorthair,White,*Cormac
755,A809505,2020-05-20T12:13:00.000,2020-05-20T12:13:00.000,2019-03-25T00:00:00.000,Adoption,Foster,Dog,Neutered Male,1 year,Labrador Retriever,White/Brown,Milo
756,A816422,2020-05-20T10:44:00.000,2020-05-20T10:44:00.000,2019-06-17T00:00:00.000,Adoption,Foster,Dog,Spayed Female,11 months,Pit Bull/Australian Cattle Dog,Blue/White,*Tulip
757,A668664,2020-05-20T10:39:00.000,2020-05-20T10:39:00.000,2013-02-06T00:00:00.000,Adoption,Foster,Dog,Neutered Male,7 years,Pit Bull Mix,White/Black,*Xavier
758,A817566,2020-05-20T10:36:00.000,2020-05-20T10:36:00.000,2009-12-19T00:00:00.000,Return to Owner,,Dog,Spayed Female,10 years,Chihuahua Shorthair,White,Ginger
759,A816758,2020-05-20T10:29:00.000,2020-05-20T10:29:00.000,2019-04-26T00:00:00.000,Adoption,Foster,Dog,Spayed Female,1 year,German Shepherd,Black/Brown,*Adelaide
760,A816598,2020-05-20T10:27:00.000,2020-05-20T10:27:00.000,2019-04-22T00:00:00.000,Return to Owner,,Dog,Intact Male,1 year,American Staffordshire Terrier,Blue/White,Meathead
761,A816818,2020-05-20T09:03:00.000,2020-05-20T09:03:00.000,2019-04-29T00:00:00.000,Adoption,Foster,Dog,Neutered Male,1 year,German Shepherd,Brown/Black,*Relish
762,A814937,2020-05-20T08:36:00.000,2020-05-20T08:36:00.000,2020-03-01T00:00:00.000,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,*Leo
763,A814936,2020-05-20T08:35:00.000,2020-05-20T08:35:00.000,2020-03-01T00:00:00.000,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,*April
764,A816211,2020-05-20T08:23:00.000,2020-05-20T08:23:00.000,2019-11-10T00:00:00.000,Adoption,Foster,Dog,Neutered Male,6 months,Labrador Retriever,Black,*Benson
765,A817442,2020-05-20T00:00:00.000,2020-05-20T00:00:00.000,2017-05-16T00:00:00.000,Disposal,,Cat,Unknown,3 years,Domestic Shorthair,Black,
766,A816795,2020-05-19T17:17:00.000,2020-05-19T17:17:00.000,2018-04-28T00:00:00.000,Adoption,,Dog,Neutered Male,2 years,German Shepherd,Brown,*Ketchup
767,A816989,2020-05-19T16:56:00.000,2020-05-19T16:56:00.000,2020-02-13T00:00:00.000,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Medium Hair,Orange/White,
768,A816988,2020-05-19T16:28:00.000,2020-05-19T16:28:00.000,2020-02-12T00:00:00.000,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Medium Hair,Orange/White,
769,A817568,2020-05-19T15:51:00.000,2020-05-19T15:51:00.000,2018-05-19T00:00:00.000,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown,
770,A817176,2020-05-19T14:12:00.000,2020-05-19T14:12:00.000,2015-05-09T00:00:00.000,Return to Owner,,Dog,Intact Male,5 years,Shih Tzu,White/Black,Johnny
771,A806395,2020-05-19T12:43:00.000,2020-05-19T12:43:00.000,2012-10-31T00:00:00.000,Adoption,Foster,Dog,Neutered Male,7 years,Chihuahua Shorthair,Tan,*Guy
772,A814133,2020-05-19T12:20:00.000,2020-05-19T12:20:00.000,2017-02-24T00:00:00.000,Return to Owner,,Dog,Intact Male,3 years,Staffordshire Mix,Brown/White,Tony
773,A817399,2020-05-19T11:35:00.000,2020-05-19T11:35:00.000,2014-05-15T00:00:00.000,Transfer,Snr,Cat,Neutered Male,6 years,Domestic Shorthair,Orange Tabby/White,
774,A792721,2020-05-19T11:34:00.000,2020-05-19T11:34:00.000,2017-04-14T00:00:00.000,Adoption,Foster,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby,Tony Tiger
775,A795620,2020-05-19T11:33:00.000,2020-05-19T11:33:00.000,2017-05-22T00:00:00.000,Adoption,Foster,Dog,Neutered Male,2 years,Pit Bull,Brown Brindle,Bubbas
776,A816927,2020-05-19T10:01:00.000,2020-05-19T10:01:00.000,2018-05-02T00:00:00.000,Euthanasia,Suffering,Cat,Neutered Male,2 years,Domestic Shorthair,Black,
777,A817553,2020-05-19T09:00:00.000,2020-05-19T09:00:00.000,2019-05-18T00:00:00.000,Died,,Other,Unknown,1 year,Bat,Brown,
778,A814938,2020-05-19T08:53:00.000,2020-05-19T08:53:00.000,2020-03-01T00:00:00.000,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,*Dali
779,A816658,2020-05-19T08:38:00.000,2020-05-19T08:38:00.000,2018-04-24T00:00:00.000,Adoption,Foster,Dog,Neutered Male,2 years,Chihuahua Shorthair,Tan/White,*Newton
780,A814568,2020-05-19T08:22:00.000,2020-05-19T08:22:00.000,2017-09-02T00:00:00.000,Adoption,Foster,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black/White,Moxxy
781,A817369,2020-05-18T19:06:00.000,2020-05-18T19:06:00.000,2018-05-15T00:00:00.000,Disposal,,Cat,Unknown,2 years,Domestic Shorthair Mix,Cream Tabby,
782,A817542,2020-05-18T18:22:00.000,2020-05-18T18:22:00.000,2018-05-18T00:00:00.000,Euthanasia,,Other,Unknown,2 years,Bat,Black/Brown,
783,A816750,2020-05-18T17:09:00.000,2020-05-18T17:09:00.000,2019-06-26T00:00:00.000,Adoption,Foster,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Blue,*Azula
784,A816166,2020-05-18T16:47:00.000,2020-05-18T16:47:00.000,2019-04-08T00:00:00.000,Adoption,,Dog,Neutered Male,1 year,Australian Cattle Dog/Great Pyrenees,Red Tick/White,*Gilligan
785,A784863,2020-05-18T16:30:00.000,2020-05-18T16:30:00.000,2018-11-08T00:00:00.000,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Brown,Cookie Bear
786,A815649,2020-05-18T16:22:00.000,2020-05-18T16:22:00.000,2015-03-22T00:00:00.000,Adoption,,Dog,Neutered Male,5 years,German Shepherd,Cream,Rain
787,A812064,2020-05-18T16:16:00.000,2020-05-18T16:16:00.000,2018-01-15T00:00:00.000,Adoption,,Dog,Spayed Female,2 years,Black Mouth Cur Mix,Red/White,Birdie
788,A817287,2020-05-18T15:51:00.000,2020-05-18T15:51:00.000,2018-05-12T00:00:00.000,Transfer,Partner,Dog,Neutered Male,2 years,Cairn Terrier,Tan/White,*Oliver
789,A817153,2020-05-18T14:35:00.000,2020-05-18T14:35:00.000,2019-09-08T00:00:00.000,Adoption,,Dog,Neutered Male,8 months,Labrador Retriever,White,*Alfredo
790,A817510,2020-05-18T12:29:00.000,2020-05-18T12:29:00.000,2020-05-06T00:00:00.000,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair,Gray Tabby,
791,A817515,2020-05-18T10:53:00.000,2020-05-18T10:53:00.000,2018-05-18T00:00:00.000,Euthanasia,Rabies Risk,Other,Unknown,2 years,Raccoon,Brown/Black,
792,A756593,2020-05-18T10:31:00.000,2020-05-18T10:31:00.000,2017-08-02T00:00:00.000,Return to Owner,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue Tabby,Spartacus
793,A817210,2020-05-18T09:31:00.000,2020-05-18T09:31:00.000,2008-05-10T00:00:00.000,Euthanasia,Suffering,Cat,Neutered Male,12 years,Domestic Shorthair,White,Serenity
794,A817506,2020-05-17T16:12:00.000,2020-05-17T16:12:00.000,2018-05-17T00:00:00.000,Euthanasia,Suffering,Cat,Spayed Female,2 years,Siamese,White/Gray,
795,A817505,2020-05-17T15:36:00.000,2020-05-17T15:36:00.000,2018-05-17T00:00:00.000,Euthanasia,Suffering,Bird,Unknown,2 years,Chicken,White/Brown,
796,A817063,2020-05-17T15:30:00.000,2020-05-17T15:30:00.000,2019-05-07T00:00:00.000,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Brown/Black,*Violeta
797,A792391,2020-05-17T15:29:00.000,2020-05-17T15:29:00.000,2016-05-15T00:00:00.000,Return to Owner,,Dog,Intact Male,4 years,American Bulldog Mix,White/Brown Brindle,Max
798,A807271,2020-05-17T15:28:00.000,2020-05-17T15:28:00.000,2016-05-15T00:00:00.000,Return to Owner,,Dog,Intact Male,4 years,American Bulldog Mix,Brown Brindle/White,Canelo
799,A817482,2020-05-17T14:49:00.000,2020-05-17T14:49:00.000,2020-05-05T00:00:00.000,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair,Calico,
800,A817447,2020-05-17T14:49:00.000,2020-05-17T14:49:00.000,2008-05-16T00:00:00.000,Transfer,Partner,Dog,Neutered Male,12 years,Chihuahua Shorthair/Rat Terrier,Tricolor,Bennie
801,A817499,2020-05-17T14:48:00.000,2020-05-17T14:48:00.000,2020-05-16T00:00:00.000,Transfer,Partner,Cat,Intact Female,1 day,Domestic Shorthair,Black,
802,A817445,2020-05-17T13:53:00.000,2020-05-17T13:53:00.000,2011-05-16T00:00:00.000,Transfer,Partner,Dog,Spayed Female,9 years,Chihuahua Shorthair,Brown,Girlie
803,A817061,2020-05-17T13:52:00.000,2020-05-17T13:52:00.000,2019-08-07T00:00:00.000,Adoption,,Dog,Spayed Female,9 months,German Shepherd Mix,Black/Brown,*Nancy Jo
804,A817198,2020-05-17T13:04:00.000,2020-05-17T13:04:00.000,2019-05-09T00:00:00.000,Died,In Foster,Cat,Intact Female,1 year,Siamese,Blue Point,*Moon
805,A817154,2020-05-17T12:21:00.000,2020-05-17T12:21:00.000,2019-11-24T00:00:00.000,Adoption,,Dog,Spayed Female,5 months,Australian Cattle Dog/Labrador Retriever,Black Brindle,*Marinara
806,A816636,2020-05-17T12:03:00.000,2020-05-17T12:03:00.000,2019-05-14T00:00:00.000,Rto-Adopt,,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby,Sugar
807,A817336,2020-05-17T11:20:00.000,2020-05-17T11:20:00.000,2015-05-13T00:00:00.000,Return to Owner,,Cat,Spayed Female,5 years,Domestic Shorthair,Gray Tabby,
808,A817478,2020-05-17T09:40:00.000,2020-05-17T09:40:00.000,2018-05-16T00:00:00.000,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown/Brown,
809,A816043,2020-05-16T17:07:00.000,2020-05-16T17:07:00.000,2018-04-03T00:00:00.000,Adoption,,Dog,Neutered Male,2 years,Siberian Husky/Anatol Shepherd,Black/White,*Bennigan
810,A817450,2020-05-16T16:34:00.000,2020-05-16T16:34:00.000,2020-04-09T00:00:00.000,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby,
811,A817456,2020-05-16T16:01:00.000,2020-05-16T16:01:00.000,2020-05-13T00:00:00.000,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair,Gray,
812,A817383,2020-05-16T15:35:00.000,2020-05-16T15:35:00.000,2020-05-11T00:00:00.000,Transfer,Partner,Cat,Intact Male,5 days,Domestic Shorthair,Brown Tabby,
813,A817384,2020-05-16T15:35:00.000,2020-05-16T15:35:00.000,2020-05-11T00:00:00.000,Transfer,Partner,Cat,Intact Female,5 days,Domestic Shorthair,Brown Tabby,
814,A817382,2020-05-16T15:34:00.000,2020-05-16T15:34:00.000,2020-05-11T00:00:00.000,Transfer,Partner,Cat,Intact Female,5 days,Domestic Shorthair,Tortie,
815,A817379,2020-05-16T15:32:00.000,2020-05-16T15:32:00.000,2018-05-14T00:00:00.000,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair,Gray,
816,A817441,2020-05-16T14:54:00.000,2020-05-16T14:54:00.000,2019-02-20T00:00:00.000,Return to Owner,,Dog,Intact Male,1 year,Pug,Black/White,Serious Black
817,A811976,2020-05-16T14:33:00.000,2020-05-16T14:33:00.000,2019-01-13T00:00:00.000,Adoption,,Dog,Neutered Male,1 year,Catahoula/Boxer,Brown/Tan,Oscar
818,A817231,2020-05-16T14:05:00.000,2020-05-16T14:05:00.000,2018-05-11T00:00:00.000,Return to Owner,,Cat,Neutered Male,2 years,Tonkinese,Seal Point,
819,A816856,2020-05-16T13:39:00.000,2020-05-16T13:39:00.000,2019-04-30T00:00:00.000,Return to Owner,,Cat,Intact Female,1 year,Domestic Shorthair,Brown Tabby/White,Sandi
820,A815992,2020-05-16T13:18:00.000,2020-05-16T13:18:00.000,2010-04-02T00:00:00.000,Adoption,Foster,Dog,Spayed Female,10 years,Labrador Retriever/German Shepherd,Tan,*Sadie
821,A814609,2020-05-16T13:14:00.000,2020-05-16T13:14:00.000,2020-01-24T00:00:00.000,Adoption,Foster,Dog,Neutered Male,3 months,Catahoula Mix,Brown Merle,*Tarragon
822,A814610,2020-05-16T13:09:00.000,2020-05-16T13:09:00.000,2020-01-24T00:00:00.000,Adoption,Foster,Dog,Spayed Female,3 months,Catahoula Mix,Black,*Sage
823,A817264,2020-05-16T12:59:00.000,2020-05-16T12:59:00.000,2019-05-12T00:00:00.000,Transfer,Partner,Dog,Intact Male,1 year,Yorkshire Terrier Mix,Black/Brown,
824,A817263,2020-05-16T12:59:00.000,2020-05-16T12:59:00.000,2019-05-12T00:00:00.000,Transfer,Partner,Dog,Intact Female,1 year,Yorkshire Terrier Mix,Black/Brown,
825,A813707,2020-05-16T12:57:00.000,2020-05-16T12:57:00.000,2018-02-16T00:00:00.000,Transfer,Partner,Dog,Neutered Male,2 years,Staffordshire Mix,Black/White,Diesel
826,A817347,2020-05-16T12:17:00.000,2020-05-16T12:17:00.000,2016-11-13T00:00:00.000,Transfer,Partner,Dog,Intact Male,3 years,Chihuahua Longhair,Black,
827,A817346,2020-05-16T12:16:00.000,2020-05-16T12:16:00.000,2018-11-13T00:00:00.000,Transfer,Partner,Dog,Intact Male,1 year,Great Pyrenees,White/Brown,
828,A813497,2020-05-16T10:36:00.000,2020-05-16T10:36:00.000,2011-02-11T00:00:00.000,Adoption,Foster,Dog,Intact Male,9 years,English Coonhound,Black,Tucker
829,A817444,2020-05-16T10:28:00.000,2020-05-16T10:28:00.000,2019-05-16T00:00:00.000,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Brown,
830,A817323,2020-05-16T10:06:00.000,2020-05-16T10:06:00.000,2019-05-13T00:00:00.000,Euthanasia,Suffering,Other,Unknown,1 year,Fox,Red,
831,A817304,2020-05-16T09:24:00.000,2020-05-16T09:24:00.000,2018-09-13T00:00:00.000,Return to Owner,,Dog,Neutered Male,1 year,Labrador Retriever,Black/White,Alby
832,A815211,2020-05-16T07:33:00.000,2020-05-16T07:33:00.000,2016-03-12T00:00:00.000,Adoption,Foster,Dog,Spayed Female,4 years,Australian Shepherd Mix,Tan/White,*Gaia
833,A813745,2020-05-15T16:42:00.000,2020-05-15T16:42:00.000,2017-02-18T00:00:00.000,Adoption,Foster,Dog,Spayed Female,3 years,Cairn Terrier,Black/Brown,*Katie
834,A816997,2020-05-15T13:48:00.000,2020-05-15T13:48:00.000,2019-05-05T00:00:00.000,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Brown/Black,*Marigold
835,A817148,2020-05-15T12:58:00.000,2020-05-15T12:58:00.000,2019-07-08T00:00:00.000,Adoption,,Dog,Neutered Male,10 months,German Shepherd,Brown/Black,*Pickle
836,A723494,2020-05-15T12:41:00.000,2020-05-15T12:41:00.000,2014-04-02T00:00:00.000,Adoption,Foster,Dog,Spayed Female,6 years,Labrador Retriever Mix,Black/White,Banksy
837,A816961,2020-05-15T11:15:00.000,2020-05-15T11:15:00.000,2019-07-04T00:00:00.000,Return to Owner,,Dog,Intact Male,10 months,Pit Bull,Brown Brindle/White,Tank
838,A816967,2020-05-15T11:02:00.000,2020-05-15T11:02:00.000,2018-05-04T00:00:00.000,Return to Owner,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black/White,Snapster
839,A813092,2020-05-15T10:52:00.000,2020-05-15T10:52:00.000,2019-12-11T00:00:00.000,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Shorthair,Lynx Point,*Charmin
840,A817092,2020-05-15T10:39:00.000,2020-05-15T10:39:00.000,2020-02-28T00:00:00.000,Return to Owner,,Dog,Intact Male,2 months,Pit Bull,Brown Brindle/White,Zeus
841,A795619,2020-05-15T10:26:00.000,2020-05-15T10:26:00.000,2017-05-22T00:00:00.000,Return to Owner,,Dog,Intact Male,2 years,Pit Bull,Blue/White,Rocky
842,A813981,2020-05-15T08:45:00.000,2020-05-15T08:45:00.000,2017-02-22T00:00:00.000,Adoption,Foster,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black,Spring
843,A813485,2020-05-15T07:37:00.000,2020-05-15T07:37:00.000,2019-02-11T00:00:00.000,Adoption,Foster,Dog,Neutered Male,1 year,Pointer,White/Black,*Spanky
844,A817381,2020-05-15T07:19:00.000,2020-05-15T07:19:00.000,2020-05-11T00:00:00.000,Died,In Kennel,Cat,Intact Male,4 days,Domestic Shorthair,Cream Tabby,
845,A815632,2020-05-14T12:04:00.000,2020-05-14T12:04:00.000,2020-02-06T00:00:00.000,Adoption,Foster,Dog,Neutered Male,3 months,German Shepherd Mix,Tricolor,Chase
846,A817155,2020-05-14T11:36:00.000,2020-05-14T11:36:00.000,2019-11-24T00:00:00.000,Adoption,,Dog,Neutered Male,5 months,Australian Cattle Dog Mix,Red,*Pesto
847,A814925,2020-05-14T10:51:00.000,2020-05-14T10:51:00.000,2019-05-08T00:00:00.000,Adoption,Foster,Dog,Spayed Female,1 year,Italian Greyhound/Chihuahua Shorthair,Tan,*Sonmi
848,A812579,2020-05-14T10:37:00.000,2020-05-14T10:37:00.000,2019-10-24T00:00:00.000,Adoption,Foster,Cat,Neutered Male,6 months,Domestic Shorthair,Blue/White,*Diego
849,A812578,2020-05-14T10:37:00.000,2020-05-14T10:37:00.000,2019-10-24T00:00:00.000,Adoption,Foster,Cat,Spayed Female,6 months,Domestic Shorthair,Brown Tabby,*Frida
850,A815631,2020-05-14T10:32:00.000,2020-05-14T10:32:00.000,2018-03-21T00:00:00.000,Adoption,Foster,Dog,Neutered Male,2 years,Labrador Retriever Mix,Yellow,Ziggy
851,A815651,2020-05-14T10:28:00.000,2020-05-14T10:28:00.000,2019-03-22T00:00:00.000,Adoption,Foster,Dog,Spayed Female,1 year,Blue Lacy Mix,Blue/White,Lady
852,A811811,2020-05-14T10:27:00.000,2020-05-14T10:27:00.000,2019-01-09T00:00:00.000,Adoption,Foster,Dog,Neutered Male,1 year,Australian Cattle Dog/Patterdale Terr,Black/Blue Tick,Stevie Ray
853,A817343,2020-05-14T10:23:00.000,2020-05-14T10:23:00.000,2020-04-20T00:00:00.000,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Medium Hair,Blue/White,
854,A817348,2020-05-14T10:08:00.000,2020-05-14T10:08:00.000,2017-05-14T00:00:00.000,Died,In Kennel,Cat,Intact Female,3 years,Domestic Shorthair,Brown Tabby,Bat Girl
855,A816641,2020-05-14T09:34:00.000,2020-05-14T09:34:00.000,2019-05-23T00:00:00.000,Adoption,Foster,Dog,Neutered Male,11 months,German Shepherd Mix,Sable,Max
856,A801639,2020-05-14T08:55:00.000,2020-05-14T08:55:00.000,2019-06-07T00:00:00.000,Adoption,Foster,Cat,Neutered Male,11 months,Domestic Shorthair,Orange Tabby,*Jambalaya
857,A817345,2020-05-13T17:37:00.000,2020-05-13T17:37:00.000,2019-05-13T00:00:00.000,Euthanasia,Suffering,Bird,Unknown,1 year,Dove,Gray/White,
858,A765445,2020-05-13T16:51:00.000,2020-05-13T16:51:00.000,2016-01-20T00:00:00.000,Return to Owner,,Dog,Neutered Male,4 years,Pit Bull Mix,Brown Brindle/White,Argos
859,A778828,2020-05-13T16:45:00.000,2020-05-13T16:45:00.000,2016-08-21T00:00:00.000,Return to Owner,,Dog,Neutered Male,3 years,Pit Bull Mix,Brown,Goldy
860,A814270,2020-05-13T15:19:00.000,2020-05-13T15:19:00.000,2017-02-26T00:00:00.000,Adoption,,Dog,Spayed Female,3 years,German Shepherd,Black,Lana
861,A817157,2020-05-13T14:45:00.000,2020-05-13T14:45:00.000,2015-05-09T00:00:00.000,Transfer,Partner,Cat,Intact Male,5 years,Domestic Shorthair,Orange Tabby,
862,A817222,2020-05-13T14:45:00.000,2020-05-13T14:45:00.000,2012-05-11T00:00:00.000,Transfer,Partner,Cat,Neutered Male,8 years,Domestic Medium Hair,Black,
863,A817308,2020-05-13T14:29:00.000,2020-05-13T14:29:00.000,2018-05-13T00:00:00.000,Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby/Black,
864,A817140,2020-05-13T13:37:00.000,2020-05-13T13:37:00.000,2018-05-08T00:00:00.000,Transfer,Partner,Dog,Intact Male,2 years,Basset Hound,Blue Tick/White,
865,A817237,2020-05-13T12:54:00.000,2020-05-13T12:54:00.000,2019-10-11T00:00:00.000,Return to Owner,,Dog,Intact Female,7 months,German Shepherd Mix,Tricolor,Baby Jo
866,A816783,2020-05-13T12:47:00.000,2020-05-13T12:47:00.000,2019-05-27T00:00:00.000,Adoption,,Dog,Spayed Female,11 months,Pit Bull,Tan/White,*Fern
867,A815079,2020-05-13T12:31:00.000,2020-05-13T12:31:00.000,2018-03-10T00:00:00.000,Adoption,Foster,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White,*Cannon
868,A781510,2020-05-13T12:13:00.000,2020-05-13T12:13:00.000,2013-09-30T00:00:00.000,Adoption,Foster,Dog,Neutered Male,6 years,Boxer Mix,Brown/White,Diesel
869,A817256,2020-05-13T11:43:00.000,2020-05-13T11:43:00.000,2020-05-07T00:00:00.000,Euthanasia,Rabies Risk,Other,Unknown,6 days,Skunk,Black/White,
870,A814565,2020-05-13T11:26:00.000,2020-05-13T11:26:00.000,2018-09-02T00:00:00.000,Adoption,Foster,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown/White,*Frida
871,A817276,2020-05-13T11:26:00.000,2020-05-13T11:26:00.000,2018-05-12T00:00:00.000,Return to Owner,,Dog,Intact Male,2 years,Norwich Terrier Mix,White/Brown,Prince
872,A815741,2020-05-13T10:44:00.000,2020-05-13T10:44:00.000,2019-03-24T00:00:00.000,Adoption,Foster,Dog,Intact Male,1 year,Great Pyrenees Mix,White/Tan,Capitan
873,A809901,2020-05-13T08:44:00.000,2020-05-13T08:44:00.000,2009-12-12T00:00:00.000,Transfer,Partner,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Brown Tabby,*Penelope
874,A815291,2020-05-13T08:42:00.000,2020-05-13T08:42:00.000,2018-09-28T00:00:00.000,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair,Blue Tabby/White,*Frances
875,A815383,2020-05-13T07:50:00.000,2020-05-13T07:50:00.000,2019-10-08T00:00:00.000,Adoption,Foster,Dog,Spayed Female,7 months,Labrador Retriever Mix,Black/White,Shelly
876,A776428,2020-05-12T15:49:00.000,2020-05-12T15:49:00.000,2018-06-13T00:00:00.000,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Medium Hair,Tortie,*Ms. Kitty
877,A762462,2020-05-12T15:06:00.000,2020-05-12T15:06:00.000,2015-11-20T00:00:00.000,Adoption,Foster,Dog,Neutered Male,4 years,Staffordshire Mix,Black/White,Vinney
878,A817258,2020-05-12T14:43:00.000,2020-05-12T14:43:00.000,2020-02-12T00:00:00.000,Transfer,Partner,Dog,Intact Male,2 months,Labrador Retriever,Chocolate,Muddy
879,A817156,2020-05-12T14:19:00.000,2020-05-12T14:19:00.000,2015-05-12T00:00:00.000,Return to Owner,,Dog,Intact Male,5 years,Dachshund,Black/Brown,Skip
880,A816859,2020-05-12T14:06:00.000,2020-05-12T14:06:00.000,2012-04-30T00:00:00.000,Return to Owner,,Dog,Spayed Female,8 years,Border Collie Mix,Black/White,Angela
881,A812525,2020-05-12T14:04:00.000,2020-05-12T14:04:00.000,2015-01-23T00:00:00.000,Adoption,Foster,Dog,Neutered Male,5 years,Basset Hound,Tan,Duke
882,A815486,2020-05-12T13:50:00.000,2020-05-12T13:50:00.000,2019-03-16T00:00:00.000,Adoption,Foster,Dog,Neutered Male,1 year,Harrier Mix,White/Tan,*Cormac
883,A812065,2020-05-12T13:03:00.000,2020-05-12T13:03:00.000,2018-01-15T00:00:00.000,Adoption,Foster,Dog,Spayed Female,2 years,Labrador Retriever,Tricolor,*Aria
884,A817261,2020-05-12T12:49:00.000,2020-05-12T12:49:00.000,2020-05-09T00:00:00.000,Transfer,Partner,Cat,Intact Female,3 days,Domestic Shorthair,Orange Tabby,
885,A817259,2020-05-12T12:49:00.000,2020-05-12T12:49:00.000,2020-04-12T00:00:00.000,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair,Gray Tabby,
886,A816442,2020-05-12T12:06:00.000,2020-05-12T12:06:00.000,2018-04-17T00:00:00.000,Euthanasia,Suffering,Cat,Unknown,2 years,Domestic Shorthair,Black/White,Stray Tuxie Cat
887,A817147,2020-05-12T11:49:00.000,2020-05-12T11:49:00.000,2017-05-08T00:00:00.000,Transfer,Partner,Dog,Intact Male,3 years,German Shepherd,Brown/Black,
888,A812544,2020-05-12T11:45:00.000,2020-05-12T11:45:00.000,2017-01-24T00:00:00.000,Adoption,Foster,Dog,Spayed Female,3 years,Pit Bull,Brown/White,*Peony
889,A815039,2020-05-12T11:11:00.000,2020-05-12T11:11:00.000,2015-03-09T00:00:00.000,Adoption,Foster,Dog,Spayed Female,5 years,Pit Bull,Blue/White,Kc
890,A814824,2020-05-12T10:47:00.000,2020-05-12T10:47:00.000,2018-03-06T00:00:00.000,Adoption,Foster,Dog,Spayed Female,2 years,Siberian Husky Mix,Brown/Black,*Bali
891,A814908,2020-05-12T10:40:00.000,2020-05-12T10:40:00.000,2020-02-16T00:00:00.000,Adoption,Foster,Dog,Neutered Male,2 months,Australian Shepherd Mix,White/Red Tick,*Sullivan
892,A814907,2020-05-12T10:35:00.000,2020-05-12T10:35:00.000,2020-02-16T00:00:00.000,Adoption,Foster,Dog,Spayed Female,2 months,Australian Shepherd Mix,Brown/Black,*Sylvia
893,A764137,2020-05-12T10:35:00.000,2020-05-12T10:35:00.000,2015-06-22T00:00:00.000,Return to Owner,,Dog,Intact Male,4 years,Boxer Mix,Black/White,Dakota
894,A814935,2020-05-12T10:26:00.000,2020-05-12T10:26:00.000,2018-03-08T00:00:00.000,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico,*Elizabeth
895,A817076,2020-05-12T09:50:00.000,2020-05-12T09:50:00.000,2018-05-07T00:00:00.000,Transfer,Snr,Cat,Neutered Male,2 years,Domestic Shorthair,Gray Tabby,*Ray Holt 2
896,A791532,2020-05-12T09:45:00.000,2020-05-12T09:45:00.000,2014-07-21T00:00:00.000,Adoption,Foster,Dog,Spayed Female,5 years,Staffordshire Mix,Black/White,*Rosie
